age	favourites	favourites_by_age	listed	listed_by_age	statuses	statuses_by_age	followers	followers_by_age	friends	friends_by_age	name_len	screen_name_len	description_len	screen_name_sim	name_upper_len	name_upper_pcnt	name_lower_len	name_lower_pcnt	name_digit_len	name_digit_pcnt	name_special_len	name_special_pcnt	screen_name_upper_len	screen_name_upper_pcnt	screen_name_lower_len	screen_name_lower_pcnt	screen_name_digit_len	screen_name_digit_pcnt	screen_name_special_len	screen_name_special_pcnt	description_upper_len	description_upper_pcnt	description_lower_len	description_lower_pcnt	description_digit_len	description_digit_pcnt	description_special_len	description_special_pcnt	geo	protected	location	background_img	default_prof	url	verified	user_id	target	twitter_target	botometer_target
5024.0	5152	1.0254777070063694	107	0.02129777070063694	4370	0.8698248407643312	2265	0.4508359872611465	1241	0.2470143312101911	13	11	119	0.38461538461538464	2	0.15384615384615385	10	0.7692307692307693	0	0.0	1	0.07692307692307693	0	0.0	10	0.9090909090909091	0	0.0	1	0.09090909090909091	10	0.08403361344537816	94	0.7899159663865546	0	0.0	15	0.12605042016806722	1	0	0	1	0	1	1	46498076	0	0	0
2723.0	0	0.0	89	0.03268453911127433	110	0.040396621373485125	1281	0.4704370179948586	42	0.015424164524421594	13	12	0	0.9166666666666666	2	0.15384615384615385	10	0.7692307692307693	0	0.0	1	0.07692307692307693	2	0.16666666666666666	10	0.8333333333333334	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3823042877	0	0	0
5343.0	28841	5.397903799363653	635	0.11884708965000935	19083	3.571588994946659	47178	8.82987085906794	3813	0.7136440202133633	14	13	98	0.9090909090909091	2	0.14285714285714285	11	0.7857142857142857	0	0.0	1	0.07142857142857142	0	0.0	13	1.0	0	0.0	0	0.0	7	0.07142857142857142	80	0.8163265306122449	0	0.0	11	0.11224489795918367	1	0	1	1	1	1	1	15630931	0	0	0
3440.0	89	0.025872093023255813	34	0.009883720930232558	3	0.0008720930232558139	223	0.06482558139534884	18	0.005232558139534884	11	11	0	0.8333333333333334	2	0.18181818181818182	8	0.7272727272727273	0	0.0	1	0.09090909090909091	0	0.0	10	0.9090909090909091	0	0.0	1	0.09090909090909091	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1959248485	0	0	1
2206.0	458	0.20761559383499548	116	0.05258386219401632	640	0.2901178603807797	1661	0.7529465095194923	426	0.1931097008159565	14	12	160	0.8181818181818182	3	0.21428571428571427	9	0.6428571428571429	0	0.0	2	0.14285714285714285	3	0.25	9	0.75	0	0.0	0	0.0	12	0.075	127	0.79375	0	0.0	21	0.13125	1	0	1	0	0	1	1	836553428042141697	0	0	0
3701.0	1628	0.4398811132126452	194	0.0524182653336936	7836	2.11726560389084	3872	1.046203728721967	2357	0.6368549040799784	10	7	160	0.5454545454545454	2	0.2	7	0.7	0	0.0	1	0.1	2	0.2857142857142857	4	0.5714285714285714	0	0.0	1	0.14285714285714285	19	0.11875	110	0.6875	0	0.0	31	0.19375	0	0	1	1	0	1	1	1117749912	0	0	0
4638.0	149	0.032125916343251404	119	0.02565761103924105	2753	0.5935748167313497	1896	0.4087968952134541	1305	0.28137128072445017	20	14	129	0.6666666666666666	2	0.1	12	0.6	0	0.0	6	0.3	0	0.0	14	1.0	0	0.0	0	0.0	15	0.11627906976744186	91	0.7054263565891473	0	0.0	23	0.17829457364341086	1	0	1	1	1	1	1	162398888	0	0	0
3214.0	17	0.005289359054138146	33	0.010267579340385812	17	0.005289359054138146	421	0.13098942128189173	3	0.0009334163036714375	19	9	116	0.4375	4	0.21052631578947367	12	0.631578947368421	0	0.0	3	0.15789473684210525	3	0.3333333333333333	5	0.5555555555555556	0	0.0	1	0.1111111111111111	19	0.16379310344827586	68	0.5862068965517241	0	0.0	29	0.25	0	0	1	1	1	1	0	2527085323	0	0	1
4690.0	9500	2.025586353944563	282	0.060127931769722816	7637	1.628358208955224	10638	2.268230277185501	1155	0.2462686567164179	13	12	156	0.9	2	0.15384615384615385	10	0.7692307692307693	0	0.0	1	0.07692307692307693	2	0.16666666666666666	10	0.8333333333333334	0	0.0	0	0.0	16	0.10256410256410256	120	0.7692307692307693	1	0.00641025641025641	19	0.12179487179487179	0	0	1	1	1	1	1	143000381	0	0	0
3765.0	770	0.20451527224435592	79	0.02098273572377158	426	0.11314741035856574	1188	0.3155378486055777	378	0.100398406374502	16	15	130	0.9090909090909091	2	0.125	13	0.8125	0	0.0	1	0.0625	2	0.13333333333333333	13	0.8666666666666667	0	0.0	0	0.0	12	0.09230769230769231	89	0.6846153846153846	3	0.023076923076923078	26	0.2	1	0	1	1	1	1	1	963904327	0	0	0
4150.0	20760	5.002409638554217	299	0.07204819277108433	5920	1.4265060240963856	11375	2.7409638554216866	998	0.24048192771084337	12	7	116	0.6666666666666666	2	0.16666666666666666	9	0.75	0	0.0	1	0.08333333333333333	0	0.0	7	1.0	0	0.0	0	0.0	11	0.09482758620689655	74	0.6379310344827587	0	0.0	31	0.2672413793103448	1	0	0	1	1	1	1	403735368	0	0	0
4696.0	33652	7.166098807495741	1352	0.2879045996592845	32650	6.952725724020443	100737	21.45166098807496	3354	0.7142248722316865	12	8	0	0.5	2	0.16666666666666666	9	0.75	0	0.0	1	0.08333333333333333	2	0.25	6	0.75	0	0.0	0	0.0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	140821364	0	0	0
5034.0	8	0.0015891934843067143	166	0.03297576479936432	1187	0.23579658323400873	1916	0.3806118394914581	0	0.0	14	13	160	0.9	2	0.14285714285714285	11	0.7857142857142857	0	0.0	1	0.07142857142857142	2	0.15384615384615385	11	0.8461538461538461	0	0.0	0	0.0	9	0.05625	102	0.6375	14	0.0875	35	0.21875	0	0	1	1	1	0	0	43959185	0	0	0
5137.0	1503	0.2925832197780806	167	0.03250924664200895	2572	0.5006813315164493	3312	0.6447342807085847	1089	0.21199143468950749	20	13	157	0.7692307692307693	3	0.15	15	0.75	0	0.0	2	0.1	2	0.15384615384615385	11	0.8461538461538461	0	0.0	0	0.0	16	0.10191082802547771	108	0.6878980891719745	1	0.006369426751592357	32	0.20382165605095542	1	0	1	1	0	1	1	21267421	0	0	0
2945.0	20734	7.040407470288625	814	0.2764006791171477	14150	4.804753820033956	179657	61.00407470288625	3368	1.1436332767402377	29	10	142	0.6428571428571429	4	0.13793103448275862	22	0.7586206896551724	0	0.0	3	0.10344827586206896	4	0.4	6	0.6	0	0.0	0	0.0	14	0.09859154929577464	102	0.7183098591549296	0	0.0	26	0.18309859154929578	1	0	1	0	0	1	1	3047392319	0	0	0
3878.0	2125	0.5479628674574523	216	0.0556988138215575	839	0.21634863331614235	10983	2.832129963898917	506	0.13047962867457452	12	11	126	0.9090909090909091	2	0.16666666666666666	9	0.75	0	0.0	1	0.08333333333333333	2	0.18181818181818182	9	0.8181818181818182	0	0.0	0	0.0	10	0.07936507936507936	100	0.7936507936507936	0	0.0	16	0.12698412698412698	1	0	1	1	1	1	1	728990858	0	0	0
4709.0	60702	12.890634954342747	133	0.028243788490125293	28201	5.988744956466341	12831	2.7247823317052453	7793	1.6549161180717775	33	8	107	0.3333333333333333	4	0.12121212121212122	21	0.6363636363636364	0	0.0	8	0.24242424242424243	0	0.0	8	1.0	0	0.0	0	0.0	9	0.08411214953271028	83	0.7757009345794392	1	0.009345794392523364	14	0.1308411214953271	1	0	1	1	1	1	1	136266976	0	0	0
4804.0	6956	1.4479600333055787	809	0.16840133222314738	23394	4.869691923397169	99370	20.684845961698585	2590	0.5391340549542049	15	14	115	0.9090909090909091	2	0.13333333333333333	12	0.8	0	0.0	1	0.06666666666666667	2	0.14285714285714285	12	0.8571428571428571	0	0.0	0	0.0	12	0.10434782608695652	83	0.7217391304347827	0	0.0	20	0.17391304347826086	1	0	1	1	1	1	1	106136813	0	0	0
3963.0	36727	9.26747413575574	415	0.1047186474892758	21210	5.352006056018168	16404	4.139288417865254	528	0.1332323996971991	16	14	160	0.6363636363636364	3	0.1875	10	0.625	0	0.0	3	0.1875	3	0.21428571428571427	11	0.7857142857142857	0	0.0	0	0.0	11	0.06875	119	0.74375	0	0.0	30	0.1875	0	0	1	1	1	0	1	574424501	0	0	0
2815.0	4479	1.5911190053285968	199	0.07069271758436944	3926	1.394671403197158	6080	2.1598579040852575	556	0.1975133214920071	14	12	104	0.8	3	0.21428571428571427	9	0.6428571428571429	0	0.0	2	0.14285714285714285	3	0.25	9	0.75	0	0.0	0	0.0	15	0.14423076923076922	70	0.6730769230769231	0	0.0	19	0.18269230769230768	1	0	0	1	0	1	1	3351905747	0	0	0
5119.0	14	0.0027349091619456923	111	0.021683922641140847	161	0.031451455362375466	606	0.11838249658136354	179	0.03496776714201993	17	10	149	0.6363636363636364	2	0.11764705882352941	14	0.8235294117647058	0	0.0	1	0.058823529411764705	2	0.2	8	0.8	0	0.0	0	0.0	10	0.06711409395973154	115	0.7718120805369127	4	0.026845637583892617	20	0.1342281879194631	0	0	1	1	1	1	1	23447001	0	0	0
2668.0	10368	3.886056971514243	75	0.02811094452773613	4758	1.7833583208395802	2554	0.9572713643178411	1112	0.41679160419790107	14	15	69	0.6666666666666666	2	0.14285714285714285	11	0.7857142857142857	0	0.0	1	0.07142857142857142	3	0.2	12	0.8	0	0.0	0	0.0	1	0.014492753623188406	55	0.7971014492753623	0	0.0	13	0.18840579710144928	1	0	1	1	1	1	0	4265444913	0	0	0
5318.0	6583	1.2378713802181271	1332	0.25047010154193305	7259	1.364986837156826	120515	22.66171493042497	4109	0.7726588943211734	13	13	116	0.8181818181818182	2	0.15384615384615385	10	0.7692307692307693	0	0.0	1	0.07692307692307693	0	0.0	12	0.9230769230769231	0	0.0	1	0.07692307692307693	13	0.11206896551724138	86	0.7413793103448276	0	0.0	17	0.14655172413793102	1	0	1	0	0	1	1	15943222	0	0	0
5268.0	266	0.050493545937737284	114	0.02164009111617312	932	0.17691723614274868	3409	0.6471146545178436	4903	0.9307137433561123	14	9	122	0.4666666666666667	2	0.14285714285714285	11	0.7857142857142857	0	0.0	1	0.07142857142857142	0	0.0	9	1.0	0	0.0	0	0.0	20	0.16393442622950818	83	0.680327868852459	0	0.0	19	0.1557377049180328	1	0	1	1	0	1	0	16696924	0	0	0
1862.0	115	0.06176154672395274	51	0.027389903329752954	434	0.23308270676691728	880	0.47261009667024706	1	0.0005370569280343716	15	14	146	0.4375	4	0.26666666666666666	8	0.5333333333333333	0	0.0	3	0.2	4	0.2857142857142857	10	0.7142857142857143	0	0.0	0	0.0	13	0.08904109589041095	114	0.7808219178082192	0	0.0	19	0.13013698630136986	0	0	1	1	1	1	0	960974630709284864	0	0	0
2566.0	0	0.0	1	0.0003897116134060795	873	0.3402182385035074	4	0.001558846453624318	0	0.0	14	14	151	1.0	1	0.07142857142857142	13	0.9285714285714286	0	0.0	0	0.0	0	0.0	14	1.0	0	0.0	0	0.0	8	0.052980132450331126	116	0.7682119205298014	0	0.0	27	0.17880794701986755	0	0	0	0	0	1	0	706148705309741057	1	0	0
1919.0	3454	1.7998957790515893	51	0.026576341844710787	1325	0.6904637832204273	1476	0.7691505992704534	1089	0.5674830640958832	19	13	154	0.5714285714285714	3	0.15789473684210525	14	0.7368421052631579	0	0.0	2	0.10526315789473684	3	0.23076923076923078	9	0.6923076923076923	0	0.0	1	0.07692307692307693	12	0.07792207792207792	116	0.7532467532467533	4	0.025974025974025976	22	0.14285714285714285	1	0	1	1	1	1	1	940585440746328064	0	0	0
2001.0	1198	0.5987006496751625	74	0.03698150924537731	967	0.4832583708145927	4387	2.1924037981009494	244	0.12193903048475763	18	15	97	0.8461538461538461	4	0.2222222222222222	11	0.6111111111111112	0	0.0	3	0.16666666666666666	0	0.0	15	1.0	0	0.0	0	0.0	6	0.061855670103092786	80	0.8247422680412371	0	0.0	11	0.1134020618556701	1	0	1	0	0	1	0	910878654535749632	0	0	0
5007.0	25076	5.008188536049531	455	0.09087277811064509	21346	4.263231475933693	36697	7.329139205112842	738	0.14739364889155182	11	11	92	0.6666666666666666	2	0.18181818181818182	8	0.7272727272727273	0	0.0	1	0.09090909090909091	0	0.0	11	1.0	0	0.0	0	0.0	8	0.08695652173913043	54	0.5869565217391305	8	0.08695652173913043	22	0.2391304347826087	1	0	1	1	0	1	1	52119203	0	0	0
5229.0	2012	0.3847772040543125	380	0.07267163893669917	4770	0.9122203098106713	6876	1.314974182444062	1406	0.26888506406578694	15	15	134	0.7692307692307693	2	0.13333333333333333	12	0.8	0	0.0	1	0.06666666666666667	2	0.13333333333333333	13	0.8666666666666667	0	0.0	0	0.0	13	0.09701492537313433	96	0.7164179104477612	0	0.0	25	0.1865671641791045	1	0	1	0	0	1	1	17483463	0	0	0
5040.0	34156	6.776984126984127	589	0.11686507936507937	27135	5.383928571428571	25929	5.144642857142857	8559	1.6982142857142857	28	12	159	0.4117647058823529	2	0.07142857142857142	17	0.6071428571428571	0	0.0	9	0.32142857142857145	2	0.16666666666666666	10	0.8333333333333334	0	0.0	0	0.0	26	0.16352201257861634	97	0.610062893081761	0	0.0	36	0.22641509433962265	1	0	1	0	0	1	1	42698498	0	0	0
3307.0	1403	0.4242515875415785	82	0.024795887511339584	683	0.20653159963713336	1678	0.5074085273661929	504	0.15240399153311157	16	10	64	0.5833333333333334	2	0.125	12	0.75	0	0.0	2	0.125	3	0.3	7	0.7	0	0.0	0	0.0	12	0.1875	39	0.609375	0	0.0	13	0.203125	1	0	0	1	0	1	1	2357675876	0	0	0
3840.0	12874	3.3526041666666666	194	0.050520833333333334	18404	4.792708333333334	20672	5.383333333333334	2640	0.6875	18	10	109	0.6153846153846154	4	0.2222222222222222	11	0.6111111111111112	0	0.0	3	0.16666666666666666	2	0.2	8	0.8	0	0.0	0	0.0	12	0.11009174311926606	80	0.7339449541284404	2	0.01834862385321101	15	0.13761467889908258	0	0	1	0	0	1	1	809895794	0	0	0
2316.0	1556	0.6718480138169257	85	0.03670120898100173	246	0.10621761658031088	1321	0.5703799654576857	174	0.07512953367875648	17	10	158	0.6153846153846154	4	0.23529411764705882	11	0.6470588235294118	0	0.0	2	0.11764705882352941	2	0.2	8	0.8	0	0.0	0	0.0	16	0.10126582278481013	121	0.7658227848101266	0	0.0	21	0.13291139240506328	0	0	0	0	0	1	1	796691290016583680	0	0	1
4185.0	15093	3.606451612903226	151	0.03608124253285543	19090	4.56152927120669	5242	1.2525686977299881	3588	0.8573476702508961	11	10	157	0.8571428571428571	2	0.18181818181818182	8	0.7272727272727273	0	0.0	1	0.09090909090909091	2	0.2	8	0.8	0	0.0	0	0.0	15	0.09554140127388536	109	0.6942675159235668	8	0.050955414012738856	25	0.1592356687898089	1	0	1	0	0	1	1	382044198	0	0	0
4143.0	357	0.08616944243301955	166	0.04006758387641805	4311	1.0405503258508326	2580	0.6227371469949312	266	0.06420468259715183	19	13	113	0.625	4	0.21052631578947367	11	0.5789473684210527	0	0.0	4	0.21052631578947367	0	0.0	12	0.9230769230769231	0	0.0	1	0.07692307692307693	13	0.11504424778761062	75	0.6637168141592921	3	0.02654867256637168	22	0.19469026548672566	1	0	1	0	0	1	1	409258073	0	0	0
3842.0	6792	1.7678292555960438	804	0.2092660072878709	10816	2.8152004164497657	97202	25.299843831337846	944	0.245705361790734	18	15	139	0.8	2	0.1111111111111111	14	0.7777777777777778	0	0.0	2	0.1111111111111111	2	0.13333333333333333	12	0.8	0	0.0	1	0.06666666666666667	44	0.31654676258992803	55	0.39568345323741005	4	0.02877697841726619	36	0.2589928057553957	0	0	1	0	0	1	1	805308596	0	0	0
5087.0	5452	1.0717515234912522	317	0.062315706703361506	13135	2.5820719481030077	9779	1.9223510910163162	1281	0.2518183605268331	24	12	153	0.7333333333333333	4	0.16666666666666666	17	0.7083333333333334	0	0.0	3	0.125	2	0.16666666666666666	10	0.8333333333333334	0	0.0	0	0.0	13	0.08496732026143791	120	0.7843137254901961	0	0.0	20	0.13071895424836602	1	0	1	1	0	1	1	30050484	0	0	0
3226.0	19	0.005889646621202728	77	0.023868567885926846	2308	0.7154370737755734	4869	1.509299442033478	458	0.14197148171109733	23	14	137	0.8461538461538461	3	0.13043478260869565	18	0.782608695652174	0	0.0	2	0.08695652173913043	3	0.21428571428571427	11	0.7857142857142857	0	0.0	0	0.0	12	0.08759124087591241	99	0.7226277372262774	0	0.0	26	0.1897810218978102	0	0	1	1	1	1	0	2496104640	0	0	0
3614.0	3316	0.9175428887659104	119	0.032927504150525734	2800	0.774764803541782	3249	0.8990038738240177	434	0.1200885445489762	14	13	0	0.9	2	0.14285714285714285	11	0.7857142857142857	0	0.0	1	0.07142857142857142	2	0.15384615384615385	11	0.8461538461538461	0	0.0	0	0.0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1370491088	0	0	0
4363.0	57375	13.150355260142105	189	0.04331881732752693	42180	9.667659867063946	7211	1.6527618611047445	1943	0.44533577813431124	18	11	135	0.5	2	0.1111111111111111	15	0.8333333333333334	0	0.0	1	0.05555555555555555	4	0.36363636363636365	7	0.6363636363636364	0	0.0	0	0.0	10	0.07407407407407407	95	0.7037037037037037	8	0.05925925925925926	22	0.16296296296296298	1	0	1	1	0	1	1	277006619	0	0	0
2687.0	88	0.03275027912169706	103	0.03833271306289542	426	0.1585411239300335	2643	0.9836248604391514	308	0.1146259769259397	15	11	149	0.6923076923076923	4	0.26666666666666666	9	0.6	0	0.0	2	0.13333333333333333	2	0.18181818181818182	8	0.7272727272727273	0	0.0	1	0.09090909090909091	12	0.08053691275167785	115	0.7718120805369127	0	0.0	22	0.1476510067114094	0	0	1	1	1	1	1	4121053541	0	0	0
2685.0	985	0.36685288640595903	107	0.03985102420856611	1227	0.4569832402234637	2748	1.023463687150838	255	0.09497206703910614	17	14	79	0.6	2	0.11764705882352941	14	0.8235294117647058	0	0.0	1	0.058823529411764705	3	0.21428571428571427	10	0.7142857142857143	0	0.0	1	0.07142857142857142	9	0.11392405063291139	50	0.6329113924050633	4	0.05063291139240506	16	0.20253164556962025	1	0	1	1	1	1	0	4130621842	0	0	0
3169.0	1652	0.5213000946670874	144	0.04544020195645314	2189	0.6907541811296939	7067	2.230041022404544	433	0.13663616282739036	14	14	158	0.8461538461538461	2	0.14285714285714285	11	0.7857142857142857	0	0.0	1	0.07142857142857142	2	0.14285714285714285	11	0.7857142857142857	0	0.0	1	0.07142857142857142	16	0.10126582278481013	94	0.5949367088607594	18	0.11392405063291139	30	0.189873417721519	1	0	1	0	0	1	1	2617281050	0	0	0
3907.0	0	0.0	125	0.03199385717942155	470	0.12029690299462503	825	0.21115945738418224	301	0.0770412080880471	16	14	96	0.9166666666666666	2	0.125	12	0.75	0	0.0	2	0.125	2	0.14285714285714285	12	0.8571428571428571	0	0.0	0	0.0	10	0.10416666666666667	73	0.7604166666666666	0	0.0	13	0.13541666666666666	0	0	1	1	1	1	0	625642009	0	0	0
2699.0	79	0.02927010003705076	23	0.008521674694331233	60881	22.556872915894775	99	0.036680251945164874	16	0.005928121526491293	17	15	158	0.8461538461538461	2	0.11764705882352941	14	0.8235294117647058	0	0.0	1	0.058823529411764705	2	0.13333333333333333	13	0.8666666666666667	0	0.0	0	0.0	13	0.08227848101265822	118	0.7468354430379747	0	0.0	27	0.17088607594936708	0	0	1	1	1	1	0	4026599993	1	0	1
3562.0	11904	3.341942728804043	177	0.04969118472768108	9920	2.784952274003369	6918	1.9421673217293656	774	0.21729365524985964	14	6	142	0.7142857142857143	2	0.14285714285714285	11	0.7857142857142857	0	0.0	1	0.07142857142857142	2	0.3333333333333333	4	0.6666666666666666	0	0.0	0	0.0	12	0.08450704225352113	93	0.6549295774647887	8	0.056338028169014086	29	0.20422535211267606	0	0	1	0	0	1	1	1513671236	0	0	0
2690.0	20481	7.613754646840149	793	0.29479553903345723	6437	2.3929368029739777	93658	34.81710037174721	2621	0.9743494423791822	15	14	131	0.9090909090909091	2	0.13333333333333333	12	0.8	0	0.0	1	0.06666666666666667	0	0.0	14	1.0	0	0.0	0	0.0	16	0.12213740458015267	88	0.6717557251908397	2	0.015267175572519083	25	0.19083969465648856	1	0	0	0	0	1	1	4097559143	0	0	0
2302.0	26084	11.331016507384883	106	0.046046915725456126	8690	3.7749782797567333	4424	1.9218071242397914	672	0.29192006950477845	11	12	156	0.6	2	0.18181818181818182	8	0.7272727272727273	0	0.0	1	0.09090909090909091	0	0.0	11	0.9166666666666666	0	0.0	1	0.08333333333333333	16	0.10256410256410256	111	0.7115384615384616	0	0.0	29	0.1858974358974359	1	0	1	0	0	1	1	801803127762669568	0	0	0
1821.0	1674	0.9192751235584844	44	0.02416254805052169	914	0.5019220208676551	1241	0.6814936847885777	354	0.19439868204283361	19	11	131	0.6363636363636364	2	0.10526315789473684	16	0.8421052631578947	0	0.0	1	0.05263157894736842	0	0.0	10	0.9090909090909091	0	0.0	1	0.09090909090909091	10	0.07633587786259542	93	0.7099236641221374	8	0.061068702290076333	20	0.15267175572519084	1	0	1	0	0	0	0	976107205849206784	0	0	0
1994.0	570	0.2858575727181545	97	0.04864593781344032	1753	0.8791374122367102	3925	1.968405215646941	401	0.20110330992978936	17	12	93	0.5333333333333333	4	0.23529411764705882	10	0.5882352941176471	0	0.0	3	0.17647058823529413	4	0.3333333333333333	6	0.5	0	0.0	2	0.16666666666666666	8	0.08602150537634409	75	0.8064516129032258	0	0.0	10	0.10752688172043011	1	0	1	0	0	1	0	913358838736310272	0	0	0
